,life_expectancy,income,co2_emissions(tonnes/person),total_health_spending,gov_health_spending,kcal_day,sugar_g_day,Schooling,Alcohol, BMI ,children/woman
1362,74.9,18900.0,17.6,608.0,380.0,3010.0,92.2,13.0,0.09,63.1,3.06
1363,75.1,19300.0,18.9,680.0,427.0,3120.0,90.7,13.3,0.09,63.9,2.96
1364,59.6,877.0,0.398,21.3,7.85,2160.0,32.2,5.2,0.29,17.5,5.47
1365,60.0,895.0,0.4270000000000001,22.6,8.4,2170.0,41.0,5.4,0.34,17.9,5.39
1366,60.2,878.0,0.434,26.9,10.4,2140.0,35.8,5.7,0.36,18.3,5.31
1367,61.0,912.0,0.466,36.0,13.9,2220.0,35.9,5.9,0.33,18.7,5.25
1368,61.4,941.0,0.478,43.3,16.2,2250.0,31.3,6.2,0.35,19.1,5.2
1369,61.7,967.0,0.517,43.2,23.9,2240.0,32.8,6.4,0.33,19.5,5.16
1370,62.1,965.0,0.409,48.9,28.0,2310.0,43.9,6.6,0.34,19.9,5.13
1371,62.7,986.0,0.436,56.5,31.7,2340.0,42.9,6.8,0.32,2.3,5.11
1372,63.2,994.0,0.417,65.6,35.5,2440.0,37.8,7.1,0.28,2.8,5.1
1373,63.6,990.0,0.365,59.7,32.5,2450.0,42.0,7.5,0.3,21.2,5.08
1374,64.0,1000.0,0.6,58.5,32.5,2440.0,43.6,7.7,0.28,21.7,5.06
1381,73.5,4900.0,5.89,371.0,234.0,2750.0,84.7,13.4,8.58,54.5,1.61
1382,73.9,5210.0,5.74,547.0,336.0,2710.0,87.8,13.5,9.3,55.1,1.6
1383,74.2,5510.0,5.73,673.0,417.0,2720.0,70.4,13.5,9.54,55.8,1.58
1384,74.5,5360.0,5.09,577.0,357.0,2760.0,84.7,13.6,9.85,56.4,1.58
1385,74.7,5410.0,5.09,546.0,338.0,2730.0,66.7,13.6,9.65,57.0,1.58
1386,50.9,304.0,0.0932,24.0,3.18,1990.0,14.1,6.7,3.97,17.2,6.32
1387,51.3,274.0,0.12,28.0,4.0,2000.0,13.5,7.0,4.21,17.5,6.24
1388,51.4,331.0,0.123,30.9,4.48,2050.0,13.8,7.2,4.06,17.9,6.16
1389,51.7,345.0,0.126,16.3,4.73,2030.0,15.7,7.4,4.07,18.4,6.07
1390,52.1,351.0,0.118,29.9,3.2,2020.0,14.9,7.6,3.99,18.8,5.97
1391,52.5,353.0,0.0966,34.8,4.38,2080.0,14.6,7.8,3.83,19.2,5.86
1392,52.9,356.0,0.125,34.8,4.01,2160.0,18.5,8.0,3.8,19.7,5.75
1393,53.2,374.0,0.107,39.0,2.82,2190.0,18.4,8.2,3.86,2.2,5.62
1394,53.8,385.0,0.108,48.0,4.58,2200.0,18.3,8.3,3.91,2.7,5.49
1395,54.3,388.0,0.103,45.2,4.75,2250.0,18.3,8.5,3.97,21.2,5.35
1396,55.0,399.0,0.112,42.5,4.82,2280.0,10.4,8.7,3.84,21.7,5.2
1397,73.3,10300.0,6.65,208.0,186.0,2780.0,99.6,13.0,11.06,5.7,1.27
1398,73.5,10700.0,7.29,216.0,193.0,2790.0,89.6,13.3,10.73,51.1,1.24
1399,73.8,11100.0,7.27,256.0,228.0,2800.0,87.3,13.3,10.78,51.6,1.23
1400,73.9,11800.0,7.31,360.0,318.0,2790.0,86.2,13.6,9.85,52.1,1.22
1401,74.1,12400.0,7.18,565.0,417.0,2820.0,108.0,13.8,10.03,52.6,1.23
1402,74.2,13200.0,7.29,626.0,466.0,2840.0,131.0,14.0,10.81,53.1,1.25
1403,74.4,14300.0,7.24,761.0,520.0,2830.0,121.0,14.3,10.28,53.7,1.27
1404,74.5,15900.0,6.81,1080.0,720.0,2790.0,111.0,14.5,10.58,54.2,1.29
1405,74.9,16700.0,6.99,1400.0,948.0,2860.0,140.0,14.8,11.37,54.8,1.32
1406,75.1,15800.0,6.3,1470.0,968.0,2900.0,143.0,14.9,10.63,55.3,1.34
1407,75.5,16600.0,6.71,1410.0,930.0,2950.0,144.0,15.0,10.13,55.9,1.36
1408,75.9,18600.0,7.24,830.0,614.0,3060.0,57.8,14.6,11.9,51.2,1.21
1409,76.2,19100.0,7.63,882.0,646.0,3060.0,55.0,14.7,10.8,51.8,1.21
1410,76.5,19800.0,7.76,1000.0,734.0,3080.0,55.2,15.6,9.29,52.3,1.22
1411,76.7,20300.0,7.8,1260.0,904.0,3110.0,55.6,16.1,11.58,52.9,1.24
1412,77.1,21200.0,7.91,1410.0,1030.0,3160.0,62.2,16.6,10.0,53.5,1.27
1413,77.5,22000.0,7.95,1500.0,1080.0,3070.0,65.3,16.3,11.14,54.1,1.31
1414,77.9,23200.0,8.11,1610.0,1160.0,3120.0,62.9,16.7,12.26,54.7,1.36
1415,78.2,24700.0,8.07,1830.0,1320.0,3140.0,65.7,16.8,11.02,55.2,1.4
1416,78.7,25400.0,8.57,2260.0,1660.0,3160.0,66.1,16.9,10.94,55.8,1.44
1417,79.1,23300.0,7.51,2230.0,1640.0,3180.0,67.1,16.9,10.52,56.4,1.48
1418,79.5,23400.0,7.5,2150.0,1590.0,3180.0,71.6,16.9,10.32,57.0,1.52
1419,61.5,1250.0,0.364,48.4,45.8,2350.0,17.9,7.2,0.71,37.9,4.72
1420,61.3,1120.0,0.3720000000000001,61.3,58.7,2320.0,17.9,6.6,0.7,38.7,4.67
1421,61.2,1060.0,0.362,48.0,46.0,2390.0,19.5,7.3,1.08,39.6,4.62
1422,61.1,1100.0,0.361,45.9,42.2,2410.0,22.6,8.0,1.18,4.4,4.58
1423,61.0,1130.0,0.35200000000000004,46.5,42.6,2400.0,23.1,8.1,1.18,41.3,4.54
1424,61.0,1160.0,0.343,72.3,68.0,2430.0,28.4,8.3,0.9,42.1,4.5
1425,61.1,1210.0,0.343,63.6,59.0,2460.0,36.9,8.4,0.99,43.0,4.46
1426,61.0,1270.0,0.365,69.1,63.9,2420.0,22.4,9.0,0.85,43.8,4.41
1427,61.4,1330.0,0.371,72.2,65.8,2480.0,36.5,9.2,1.09,44.7,4.36
1428,61.4,1240.0,0.377,102.0,95.5,2450.0,29.2,9.3,1.21,45.5,4.3
1429,61.7,1290.0,0.375,107.0,99.6,2480.0,35.8,9.3,1.1,46.4,4.24
1430,55.4,5840.0,8.28,251.0,102.0,2890.0,88.0,13.0,7.3,4.1,2.83
1431,54.3,5910.0,8.02,229.0,90.5,2910.0,86.0,13.0,7.38,4.9,2.79
1432,53.1,6050.0,7.58,211.0,81.5,2910.0,84.5,12.9,7.04,41.6,2.76
1433,52.1,6140.0,8.49,320.0,126.0,2930.0,87.3,12.9,6.93,42.2,2.73
1434,51.4,6340.0,9.33,415.0,151.0,2940.0,84.3,12.9,6.96,42.9,2.7
1435,51.1,6600.0,8.54,456.0,175.0,2950.0,84.2,12.9,8.69,43.6,2.68
1436,51.0,6890.0,9.07,461.0,184.0,2930.0,85.8,12.9,8.5,44.3,2.66
1437,51.4,7190.0,9.35,495.0,202.0,2920.0,84.0,12.9,8.48,45.0,2.64
1438,52.1,7340.0,9.85,482.0,203.0,2920.0,82.3,12.9,8.19,45.7,2.62
1439,53.1,7150.0,9.87,521.0,228.0,2940.0,83.2,12.8,7.6,46.4,2.6
1440,54.3,7280.0,9.19,649.0,286.0,2990.0,96.5,12.8,7.28,47.2,2.59
1442,76.3,15700.0,9.44,539.0,296.0,3080.0,100.0,12.0,11.45,25.2,1.29
1443,76.7,16700.0,9.7,594.0,319.0,3080.0,103.0,12.0,9.55,25.7,1.25
1444,77.3,17100.0,9.66,697.0,365.0,3060.0,103.0,12.0,9.66,26.2,1.21
1445,77.8,17900.0,9.94,789.0,415.0,3100.0,103.0,12.0,9.18,26.7,1.18
1446,78.3,18600.0,9.5,994.0,526.0,3100.0,104.0,12.0,9.03,27.2,1.17
1447,78.8,19400.0,9.63,1190.0,659.0,3110.0,104.0,12.0,8.83,27.7,1.16
1448,79.2,20400.0,10.1,1370.0,762.0,3140.0,100.0,12.0,9.05,28.2,1.16
1449,79.5,20800.0,10.3,1240.0,692.0,3190.0,99.9,12.0,9.31,28.6,1.17
1450,79.9,20800.0,10.3,1180.0,689.0,3200.0,95.1,12.0,8.97,29.1,1.18
1451,80.1,22100.0,11.4,1440.0,848.0,3280.0,104.0,12.0,9.23,29.5,1.19
1452,79.4,28300.0,7.2,1040.0,745.0,3360.0,81.0,15.7,11.12,57.6,1.23
1453,79.7,29300.0,7.2,1080.0,771.0,3330.0,81.7,15.7,9.86,58.2,1.25
1454,79.8,29700.0,7.49,1200.0,859.0,3360.0,81.5,15.7,12.26,58.8,1.28
1455,80.0,30100.0,7.53,1720.0,1210.0,3300.0,81.7,15.6,12.09,59.3,1.3
1456,80.2,30500.0,7.83,2010.0,1410.0,3250.0,81.9,15.6,11.96,59.9,1.33
1457,80.5,31100.0,8.03,2160.0,1520.0,3220.0,81.9,15.8,11.92,6.5,1.35
1458,80.8,31900.0,7.83,2340.0,1670.0,3230.0,82.8,15.9,11.86,61.1,1.37
1459,81.0,32500.0,7.89,2730.0,1950.0,3220.0,81.7,16.0,11.05,61.7,1.38
1460,81.3,32300.0,7.16,3130.0,2270.0,3210.0,82.8,16.1,10.24,62.3,1.38
1461,81.7,30900.0,6.2,3030.0,2230.0,3210.0,82.9,16.3,9.99,62.9,1.38
1462,81.9,30700.0,5.79,2880.0,2100.0,3180.0,83.2,16.4,9.78,63.5,1.37
1463,72.8,1820.0,0.545,32.3,15.8,2320.0,85.2,12.4,1.45,14.1,2.24
1464,73.3,1780.0,0.552,31.1,14.3,2360.0,83.8,12.5,1.68,14.6,2.25
1465,73.5,1840.0,0.58,34.1,14.8,2330.0,85.9,12.6,1.62,15.1,2.26
1466,74.1,1930.0,0.5770000000000001,37.1,16.0,2330.0,78.5,12.7,1.69,15.6,2.27
1467,69.6,2020.0,0.635,43.2,20.6,2350.0,76.0,12.8,1.56,16.1,2.28
1468,74.1,2130.0,0.62,48.6,23.4,2350.0,72.4,12.9,1.97,16.6,2.28
1469,74.4,2280.0,0.609,56.9,27.9,2380.0,83.0,13.1,1.96,17.2,2.28
1470,74.7,2420.0,0.624,59.5,29.4,2380.0,72.2,13.2,2.29,17.9,2.27
1471,74.0,2540.0,0.612,67.7,31.7,2440.0,88.2,13.3,2.1,18.5,2.26
1472,73.9,2620.0,0.6559999999999999,65.0,30.1,2450.0,69.8,13.4,2.05,19.2,2.23
1473,74.4,2810.0,0.657,70.0,31.3,2470.0,79.4,13.5,2.31,19.8,2.2
1474,74.2,7220.0,2.1,231.0,143.0,2710.0,103.0,12.8,11.69,36.8,2.2
1475,74.1,6910.0,2.29,245.0,151.0,2610.0,110.0,12.6,12.03,37.3,2.06
1476,74.1,6880.0,2.04,254.0,151.0,2680.0,107.0,12.5,11.85,37.9,1.93
1477,74.0,7120.0,2.23,268.0,146.0,2640.0,99.0,12.4,12.55,38.4,1.83
1478,73.9,7580.0,2.19,282.0,160.0,2650.0,105.0,12.3,11.93,39.0,1.74
1479,74.2,7480.0,2.24,311.0,164.0,2650.0,100.0,12.2,12.32,39.6,1.68
1480,74.5,7870.0,2.22,406.0,198.0,2630.0,107.0,12.4,13.45,4.4,1.63
1481,74.8,7860.0,2.3,411.0,195.0,2590.0,112.0,12.8,12.68,41.3,1.6
1482,75.2,8200.0,2.34,468.0,239.0,2560.0,117.0,12.6,12.09,42.2,1.57
1483,75.6,8210.0,2.25,467.0,294.0,2580.0,116.0,12.7,11.09,43.0,1.56
1484,75.5,8010.0,2.34,465.0,282.0,2600.0,112.0,12.8,10.87,43.8,1.54
1485,70.2,4750.0,1.36,137.0,113.0,2500.0,128.0,12.7,4.8,4.1,2.38
1486,70.5,4830.0,1.66,145.0,118.0,2470.0,128.0,12.8,4.73,41.0,2.32
1487,70.5,5120.0,1.73,168.0,138.0,2660.0,124.0,12.9,4.94,42.0,2.27
1488,70.9,5510.0,1.83,174.0,143.0,2690.0,122.0,13.0,5.1,42.9,2.23
1489,71.0,5720.0,2.03,179.0,145.0,2710.0,122.0,13.2,5.42,43.8,2.2
1490,71.2,5860.0,2.02,185.0,150.0,2780.0,122.0,13.3,6.04,44.7,2.17
1491,71.3,6300.0,2.02,218.0,179.0,2800.0,125.0,13.3,5.93,45.7,2.15
1492,71.4,6190.0,2.08,246.0,202.0,2830.0,123.0,13.3,5.89,46.6,2.13
1493,71.6,6600.0,2.08,296.0,251.0,2870.0,124.0,13.3,6.92,47.5,2.11
1494,71.7,6450.0,2.85,286.0,241.0,2870.0,123.0,13.3,6.85,48.4,2.09
1495,71.6,6230.0,2.01,278.0,240.0,2910.0,118.0,13.3,7.0,49.3,2.07
1507,69.7,5690.0,4.65,152.0,74.0,2550.0,125.0,11.1,4.29,47.6,2.86
1508,69.4,5880.0,4.96,130.0,62.6,2510.0,126.0,11.0,4.23,48.3,2.82
1509,69.3,6060.0,3.24,161.0,79.9,2560.0,131.0,11.0,4.41,49.0,2.78
1510,69.3,6360.0,3.16,173.0,87.7,2560.0,133.0,10.9,4.53,49.7,2.75
1511,69.3,6870.0,3.16,207.0,100.0,2560.0,126.0,11.1,4.55,5.4,2.71
1512,69.5,7110.0,3.2,243.0,125.0,2610.0,131.0,11.3,4.47,51.1,2.67
1513,69.6,7300.0,3.46,323.0,165.0,2630.0,129.0,11.5,4.52,51.8,2.64
1514,69.7,7600.0,3.46,345.0,171.0,2670.0,132.0,11.7,4.72,52.6,2.61
1515,69.8,7830.0,3.77,404.0,186.0,2650.0,128.0,11.9,4.94,53.3,2.58
1516,70.2,7980.0,3.85,467.0,238.0,2740.0,128.0,12.1,5.13,54.1,2.55
1517,70.3,8300.0,4.57,492.0,235.0,2800.0,124.0,12.3,5.26,54.8,2.52
1518,47.5,2950.0,1.12,75.3,42.4,2350.0,106.0,9.4,7.19,25.9,4.19
1519,45.5,2950.0,1.07,63.7,36.6,2310.0,104.0,9.3,6.72,26.3,4.11
1520,44.2,3060.0,1.04,57.6,34.5,2390.0,108.0,9.2,5.52,26.7,4.04
1521,43.3,3160.0,0.958,97.9,63.6,2440.0,99.1,9.1,5.65,27.1,3.98
1522,42.6,3250.0,0.941,114.0,68.9,2470.0,78.2,9.4,5.78,27.4,3.93
1523,42.3,3410.0,0.922,134.0,82.0,2370.0,73.1,9.7,5.08,27.8,3.87
1524,43.0,3570.0,0.907,151.0,97.6,2330.0,97.4,9.9,5.53,28.2,3.82
1525,43.8,3670.0,0.934,156.0,97.9,2310.0,86.3,10.5,5.55,28.5,3.76
1526,44.5,3630.0,0.946,162.0,104.0,2260.0,86.1,10.6,4.87,28.9,3.69
1527,45.6,3620.0,0.885,169.0,112.0,2250.0,82.2,10.8,4.9,29.3,3.61
1528,47.0,3690.0,0.863,203.0,129.0,2280.0,91.6,11.0,4.93,29.7,3.53
1529,79.7,44700.0,5.56,2280.0,1940.0,3100.0,129.0,15.9,6.2,52.8,1.56
1530,79.8,45300.0,5.75,2260.0,1840.0,3120.0,123.0,15.9,6.6,53.4,1.58
1531,80.0,46100.0,6.44,2600.0,2110.0,3130.0,115.0,15.9,6.9,53.9,1.67
1532,80.1,47000.0,6.12,3270.0,2680.0,3120.0,115.0,15.9,6.9,54.4,1.73
1533,80.2,48800.0,6.06,3660.0,2980.0,3150.0,113.0,16.0,6.6,54.9,1.77
1534,80.5,50000.0,5.7,3720.0,3020.0,3120.0,115.0,16.0,6.5,55.3,1.79
1535,80.7,52000.0,5.45,3930.0,3190.0,3090.0,113.0,15.9,6.5,55.7,1.87
1536,80.9,53400.0,5.24,4510.0,3670.0,3090.0,114.0,15.8,6.9,56.1,1.89
1537,81.1,52700.0,5.32,4870.0,3970.0,3130.0,111.0,15.7,6.9,56.5,1.92
1538,81.3,49600.0,4.62,4350.0,3540.0,3130.0,111.0,15.8,7.3,56.9,1.94
1539,81.5,52100.0,5.54,4710.0,3820.0,3150.0,106.0,15.8,7.2,57.3,1.99
1540,79.9,67800.0,5.45,3520.0,1950.0,3440.0,149.0,15.1,11.26,5.8,1.44
1541,80.1,68300.0,5.96,3710.0,2110.0,3380.0,147.0,15.2,11.12,51.3,1.43
1542,80.3,67900.0,5.62,4140.0,2390.0,3440.0,157.0,15.2,10.85,51.8,1.42
1543,80.5,67400.0,5.51,4940.0,2880.0,3430.0,156.0,15.0,10.82,52.3,1.42
1544,80.9,68800.0,5.49,5500.0,3210.0,3410.0,163.0,15.1,10.55,52.8,1.42
1545,81.2,70500.0,5.58,5570.0,3310.0,3390.0,161.0,15.2,10.15,53.2,1.43
1546,81.4,72800.0,5.59,5570.0,3290.0,3430.0,164.0,15.2,10.24,53.7,1.44
1547,81.6,75100.0,5.02,6050.0,3590.0,3430.0,162.0,15.3,10.44,54.1,1.46
1548,81.8,75800.0,5.28,7000.0,4160.0,3450.0,163.0,15.3,10.29,54.6,1.47
1549,82.0,73200.0,5.38,7190.0,4290.0,3470.0,159.0,15.3,10.15,55.0,1.49
1550,82.2,74600.0,4.98,7810.0,4610.0,3450.0,161.0,15.4,10.01,55.4,1.5
1551,65.2,414.0,0.36,6.47,1.32,1960.0,40.4,9.6,0.37,31.3,3.91
1552,65.5,448.0,0.362,7.95,1.65,1960.0,31.9,9.7,0.86,31.6,3.78
1553,65.9,487.0,0.292,8.7,1.76,1940.0,35.7,9.8,0.6,32.1,3.68
1554,66.3,530.0,0.316,10.9,2.23,1960.0,37.0,10.1,0.36,32.5,3.59
1555,66.8,573.0,0.382,14.0,3.06,1980.0,37.8,10.5,0.38,33.0,3.53
1556,67.3,598.0,0.35600000000000004,17.3,4.1,2060.0,38.7,10.6,0.37,33.5,3.5
1557,68.0,627.0,0.38,21.2,4.9,2060.0,45.1,10.7,0.38,34.1,3.49
1558,68.5,661.0,0.452,30.1,6.67,2060.0,44.7,10.9,0.35,34.7,3.49
1559,68.8,698.0,0.397,43.1,10.6,2080.0,47.8,10.8,0.32,35.3,3.49
1560,69.3,709.0,0.328,43.5,10.8,2100.0,50.3,11.1,0.3,35.9,3.5
1561,69.6,738.0,0.333,49.1,13.1,2110.0,49.7,11.1,0.32,36.6,3.51
1562,52.9,497.0,0.0776,10.1,4.38,2010.0,22.0,5.6,3.89,16.0,5.69
1563,53.4,513.0,0.0891,10.5,4.77,2030.0,21.8,5.6,4.09,16.4,5.68
1564,53.8,535.0,0.0994,10.3,4.61,2110.0,21.5,5.6,3.37,16.8,5.67
1565,54.3,555.0,0.102,11.9,5.88,1980.0,24.4,5.6,2.34,17.2,5.66
1566,54.8,582.0,0.114,11.7,5.18,2100.0,24.1,5.6,3.81,17.7,5.65
1567,55.3,611.0,0.14,14.6,6.87,2130.0,26.7,5.6,3.94,18.1,5.64
1568,56.0,620.0,0.14800000000000002,23.4,13.8,2140.0,26.3,5.6,4.07,18.6,5.62
1569,57.0,652.0,0.141,23.3,15.0,2220.0,27.2,5.6,4.4,19.1,5.58
1570,58.0,667.0,0.142,26.8,16.5,2130.0,26.3,5.6,3.44,19.6,5.54
1571,58.6,681.0,0.133,27.1,17.9,2130.0,26.8,5.6,3.97,2.2,5.49
1572,59.3,702.0,0.154,30.9,20.8,2100.0,28.6,5.6,4.19,2.7,5.43
1573,72.0,3460.0,2.88,66.0,37.0,2600.0,79.7,10.9,5.88,18.7,1.67
1574,72.4,3540.0,3.06,60.0,33.8,2580.0,82.9,11.2,5.92,19.4,1.64
1575,72.8,3730.0,3.25,72.6,46.1,2630.0,84.8,11.5,5.93,2.2,1.62
1576,73.3,3970.0,3.48,78.2,49.9,2640.0,87.2,11.8,6.14,2.9,1.6
1577,73.4,4190.0,3.74,85.8,55.7,2650.0,91.6,11.9,6.17,21.7,1.58
1578,74.2,4340.0,3.78,93.8,60.4,2720.0,88.2,12.0,6.26,22.6,1.57
1579,74.6,4530.0,3.83,108.0,78.2,2800.0,104.0,12.4,6.18,23.6,1.56
1580,75.1,4740.0,3.81,130.0,99.1,2770.0,101.0,12.3,6.2,24.6,1.56
1581,75.6,4800.0,3.79,158.0,121.0,2760.0,104.0,12.9,5.92,25.7,1.55
1582,76.1,4740.0,4.0,160.0,119.0,2730.0,105.0,13.0,5.88,26.8,1.55
1583,76.6,5080.0,4.19,179.0,134.0,2760.0,108.0,13.1,5.95,27.9,1.55
1586,64.8,1290.0,0.175,33.8,24.4,2060.0,15.8,9.8,0.48,12.6,7.04
1587,65.2,1230.0,0.168,35.0,26.1,2060.0,16.2,9.8,0.44,12.9,6.97
1588,66.2,1940.0,0.177,43.3,28.1,2040.0,17.9,10.2,0.38,13.2,6.88
1589,67.2,2560.0,0.171,52.8,39.4,2030.0,13.5,10.6,0.36,13.5,6.79
1590,68.3,3550.0,0.171,56.4,44.2,2040.0,19.8,11.0,0.04,13.9,6.69
1591,69.2,3680.0,0.172,57.8,43.0,2050.0,21.4,11.3,0.05,14.2,6.59
1592,70.0,3990.0,0.187,63.6,44.4,2060.0,25.6,11.7,0.06,14.7,6.48
1593,70.6,3700.0,0.208,64.5,42.6,2040.0,27.3,12.1,0.09,15.1,6.36
1594,71.1,3600.0,0.212,56.9,31.7,2080.0,27.2,12.4,0.1,15.5,6.23
1595,56.3,516.0,0.274,13.1,4.08,2170.0,7.76,9.3,1.1,16.6,5.41
1596,56.2,493.0,0.227,14.1,3.33,2160.0,7.85,9.4,0.95,17.1,5.36
1597,56.2,476.0,0.235,14.1,2.64,2160.0,12.8,9.7,1.0,17.5,5.32
1598,56.0,486.0,0.271,19.1,4.66,2200.0,15.0,9.9,1.02,17.9,5.28
1599,56.4,484.0,0.252,24.8,6.16,2250.0,16.1,10.0,1.01,18.4,5.23
1600,56.4,477.0,0.236,25.1,7.41,2240.0,15.5,10.1,1.14,18.9,5.18
1601,57.0,483.0,0.209,27.8,8.99,2280.0,18.0,10.2,1.37,19.3,5.12
1602,57.1,481.0,0.235,30.4,9.62,2300.0,21.6,10.6,1.37,19.8,5.06
1603,57.4,478.0,0.273,37.5,13.2,2320.0,23.8,10.1,1.33,2.4,5.0
1604,58.0,482.0,0.44,40.9,17.6,2340.0,27.9,10.6,1.24,2.9,4.94
1605,58.7,488.0,0.406,40.6,18.0,2370.0,30.5,11.0,1.21,21.4,4.87
1606,69.5,9780.0,18.8,245.0,106.0,2780.0,180.0,11.7,4.68,33.6,1.75
1607,69.8,10200.0,20.7,281.0,133.0,2830.0,182.0,11.8,4.55,34.4,1.74
1608,70.0,10900.0,22.4,331.0,168.0,2790.0,162.0,11.9,5.12,35.2,1.74
1609,70.5,12400.0,24.9,425.0,208.0,2750.0,163.0,12.0,5.53,36.0,1.75
1610,71.1,13300.0,25.9,491.0,233.0,2780.0,172.0,12.2,5.82,36.8,1.76
1611,71.3,14100.0,29.4,688.0,364.0,2760.0,170.0,12.3,6.12,37.6,1.77
1612,71.7,15900.0,32.7,690.0,371.0,2800.0,174.0,12.3,6.35,38.4,1.78
1613,72.1,16600.0,34.7,788.0,387.0,2850.0,172.0,12.4,6.37,39.3,1.79
1614,72.3,17100.0,33.7,909.0,444.0,2830.0,171.0,12.4,6.41,4.2,1.8
1615,72.5,16200.0,34.0,848.0,514.0,2840.0,171.0,12.5,6.37,41.1,1.8
1616,72.6,16700.0,36.1,861.0,516.0,2840.0,157.0,12.5,6.5,42.0,1.81
1617,75.0,3000.0,2.05,122.0,67.2,3250.0,78.9,12.8,1.21,48.1,2.14
1618,75.3,3090.0,2.13,122.0,65.5,3260.0,78.4,13.1,1.19,48.9,2.09
1619,75.4,3110.0,2.11,128.0,67.3,3190.0,87.4,13.3,1.17,49.7,2.05
1620,75.6,3230.0,2.14,152.0,80.0,3240.0,97.8,13.5,1.34,5.6,2.02
1621,75.8,3400.0,2.23,179.0,92.5,3250.0,96.3,13.6,1.36,51.4,2.0
1622,76.1,3490.0,2.24,181.0,93.3,3220.0,92.7,13.9,1.37,52.2,1.99
1623,76.2,3640.0,2.25,194.0,101.0,3270.0,96.0,14.2,1.46,53.1,2.0
1624,76.4,3850.0,2.34,217.0,113.0,3250.0,96.2,14.3,1.24,53.9,2.02
1625,76.6,3970.0,2.39,246.0,133.0,3300.0,95.3,14.3,1.37,54.7,2.06
1626,76.7,4040.0,2.36,243.0,133.0,3340.0,98.9,14.4,1.4,55.6,2.1
1627,76.9,4140.0,2.6,238.0,129.0,3330.0,95.3,14.4,1.28,56.5,2.14
1628,74.1,8240.0,3.42,205.0,129.0,3660.0,84.2,10.7,1.54,53.5,2.5
1629,74.8,7630.0,3.03,154.0,105.0,3620.0,84.9,11.1,1.49,54.3,2.45
1630,75.4,8000.0,3.16,188.0,133.0,3610.0,76.2,11.5,1.47,55.1,2.4
1631,75.5,8330.0,3.31,242.0,174.0,3590.0,72.4,11.9,1.42,55.9,2.35
1632,76.3,9010.0,3.36,310.0,221.0,3610.0,77.9,12.0,1.35,56.8,2.31
1633,76.7,9690.0,3.5,382.0,259.0,3610.0,80.3,11.9,1.29,57.6,2.27
1634,77.2,10300.0,3.8,441.0,301.0,3650.0,88.0,11.9,1.29,58.5,2.24
1635,78.1,10600.0,4.09,553.0,375.0,3630.0,78.0,12.3,1.26,59.3,2.21
1636,78.8,10600.0,4.03,624.0,455.0,3600.0,84.2,12.5,1.39,6.2,2.19
1637,78.2,9970.0,3.89,576.0,432.0,3620.0,88.4,12.5,1.4,61.1,2.17
1638,78.2,10700.0,4.12,678.0,510.0,3650.0,90.5,13.0,1.49,61.9,2.16
1639,63.7,2380.0,8.31,45.1,35.9,2610.0,30.6,0.0,2.9,37.5,2.82
1640,64.0,2460.0,8.34,56.5,42.9,2620.0,28.9,10.2,2.35,38.1,2.77
1641,64.3,2440.0,8.67,65.8,46.0,2680.0,28.0,10.2,2.33,38.7,2.73
1642,64.6,2500.0,9.58,93.3,66.6,2740.0,26.6,10.3,2.88,39.4,2.7
1643,64.9,2590.0,9.9,108.0,73.2,2810.0,25.2,10.3,2.86,4.0,2.67
1644,65.3,2900.0,10.2,116.0,73.1,2830.0,24.9,10.3,2.85,4.7,2.65
1645,65.8,3180.0,10.3,119.0,68.9,2840.0,25.1,10.4,2.71,41.3,2.65
1646,66.3,3490.0,11.5,134.0,74.2,2900.0,23.1,10.4,2.58,42.0,2.67
1647,66.9,3950.0,11.5,83.7,41.1,2870.0,24.7,10.5,2.4,42.7,2.71
1648,67.4,4130.0,10.1,92.3,54.7,2870.0,22.1,10.5,2.35,43.4,2.77
1649,67.9,4440.0,11.3,106.0,63.0,2870.0,22.8,10.6,2.48,44.2,2.83
1650,48.7,412.0,0.0595,15.6,4.19,2270.0,22.7,9.8,10.47,13.0,6.87
1651,49.4,419.0,0.0608,17.0,4.64,2280.0,21.5,10.8,10.57,13.3,6.82
1652,50.2,441.0,0.0606,17.6,5.2,2330.0,22.9,11.0,10.42,13.6,6.77
1653,50.9,453.0,0.06,18.1,5.28,2380.0,24.1,11.5,10.16,13.9,6.72
1654,51.8,467.0,0.063,22.9,5.92,2350.0,26.9,11.6,9.89,14.2,6.65
1655,52.8,480.0,0.0761,28.7,7.26,2330.0,25.1,10.9,10.09,14.5,6.58
1656,53.7,514.0,0.0859,33.4,7.02,2280.0,25.9,10.6,9.81,14.8,6.51
1657,54.3,538.0,0.0945,37.5,7.33,2210.0,25.7,10.3,9.65,15.2,6.42
1658,55.1,565.0,0.101,45.3,7.79,2180.0,26.8,10.6,9.79,15.6,6.34
1659,56.0,583.0,0.103,44.0,9.59,2190.0,29.4,10.8,9.63,15.9,6.25
1660,56.8,595.0,0.116,46.7,10.2,2200.0,28.9,10.9,10.03,16.3,6.15
1661,67.4,1820.0,6.57,35.7,18.5,2900.0,120.0,13.3,4.49,54.8,1.15
1662,67.7,2010.0,6.65,44.4,24.1,2990.0,130.0,13.2,4.31,55.1,1.14
1663,67.8,2130.0,6.64,55.2,31.0,3050.0,122.0,13.9,4.89,55.4,1.15
